SETTLEMENTDATE,DUID,BIDTYPE,OFFERDATE,PRICEBAND1,PRICEBAND2,PRICEBAND3,PRICEBAND4,PRICEBAND5,PRICEBAND6,PRICEBAND7,PRICEBAND8,PRICEBAND9,PRICEBAND10
2019-11-30,OSB-AG,RAISEREG,2019-11-23 22:03:27,0.0,74.0,278.0,598.0,7680.0,8985.0,10970.0,12880.0,13978.0,14700.0
2019-11-30,PPCCGT,LOWER6SEC,2019-11-29 17:29:44,0.0,0.03,0.19,0.49,9.69,75.69,1999.69,3999.69,8999.69,14700.0
2019-11-30,QPS4,ENERGY,2019-11-29 10:45:54,-985.2,76.85,97.57,113.29,314.18,373.31,569.52,10421.44,12856.68,14482.44
2019-11-30,TORRB1,LOWER60SEC,2019-11-29 11:00:22,0.0,0.03,0.45,1.0,10.0,100.0,1010.0,4699.6,8999.9,14699.0
2019-11-30,TORRB4,LOWER5MIN,2019-11-13 14:27:48,0.0,0.8,1.6,79.85,300.0,1000.0,8500.0,9000.0,9500.0,14699.0
2019-11-30,TORRB4,LOWERREG,2019-11-13 14:27:48,0.0,10.99,18.99,45.99,269.99,1000.0,8999.99,11499.99,12899.99,14700.0
2019-11-30,DALNTH01,RAISE5MIN,2019-11-30 03:58:52,0.0,1.0,2.0,4.0,16.0,32.0,64.0,256.0,10000.0,14700.0
2019-11-30,DALNTH01,RAISE6SEC,2019-11-30 03:58:52,0.0,1.0,2.0,4.0,16.0,32.0,64.0,256.0,10000.0,14700.0
2019-11-30,HPRL1,RAISEREG,2019-11-30 03:56:13,0.0,8.0,18.0,25.0,34.0,60.0,90.0,270.0,500.0,12000.0
2019-11-30,LBBL1,LOWER6SEC,2019-11-30 03:33:17,0.0,0.95,1.95,2.95,3.95,4.95,5.95,7.95,9.95,14700.0
2019-11-30,LBBL1,RAISEREG,2019-11-30 03:33:17,0.0,8.95,14.17,19.83,28.22,34.8,60.0,185.0,440.0,14700.0
2019-11-30,HPRG1,RAISE60SEC,2019-11-30 03:56:13,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,10.0
2019-11-30,PPCCGT,LOWER60SEC,2019-11-29 17:29:44,0.0,0.03,0.19,9.69,75.69,502.69,1999.69,4699.69,8999.69,14700.0
2019-11-30,QPS2,ENERGY,2019-11-29 10:45:54,-985.2,76.85,97.57,113.29,314.18,373.31,569.52,10421.44,12856.68,14482.44
2019-11-30,QPS5,ENERGY,2019-11-29 10:45:54,-985.2,76.85,97.57,113.29,314.18,373.31,569.52,10421.44,12856.68,14482.44
2019-11-30,QPS5,RAISEREG,2019-11-23 22:03:27,0.0,74.0,278.0,598.0,7680.0,8985.0,10970.0,12880.0,13978.0,14700.0
2019-11-30,TORRB2,LOWER5MIN,2019-11-22 13:15:28,0.0,0.8,1.6,79.85,300.0,1000.0,8500.0,9000.0,9500.0,14699.0
2019-11-30,TORRB1,ENERGY,2019-11-29 16:33:05,-999.7,0.0,37.99,68.98,86.97,114.97,147.96,484.85,11446.57,14695.59
2019-11-30,DALNTHL1,LOWER6SEC,2019-11-30 03:58:52,0.0,1.0,2.0,4.0,16.0,32.0,64.0,256.0,10000.0,14700.0
2019-11-30,PPCCGT,RAISE60SEC,2019-11-29 17:29:44,0.98,4.88,5.88,8.9,16.05,28.9,47.9,149.0,498.0,14700.0
2019-11-30,PPCCGT,RAISEREG,2019-11-29 17:29:44,1.99,9.99,13.8,17.79,32.99,59.99,99.99,298.0,999.0,14700.0
2019-11-30,QPS5,RAISE6SEC,2019-11-23 22:03:27,0.0,3.0,15.0,19.96,25.0,39.93,300.25,1500.0,14177.3,14700.0
2019-11-30,TORRB1,RAISE6SEC,2019-11-29 11:00:22,0.04,0.5,1.5,10.0,20.0,40.0,100.0,300.0,5000.0,14699.0
2019-11-30,TORRB3,RAISE5MIN,2019-11-22 13:15:28,0.04,0.5,20.0,40.0,75.0,300.0,8500.0,9000.0,9500.0,14699.0
2019-11-30,TORRB4,LOWER6SEC,2019-11-13 14:27:48,0.04,0.5,2.0,3.0,5.0,10.0,20.0,300.0,1000.0,14699.0
2019-11-30,HPRG1,LOWERREG,2019-11-30 03:56:13,0.0,9.5,13.0,20.0,32.0,55.0,272.0,520.0,945.0,12000.0
2019-11-30,LBBL1,LOWERREG,2019-11-30 03:33:17,0.0,8.95,13.1,18.95,32.45,41.0,87.0,230.0,490.0,14700.0
2019-11-30,DALNTH01,ENERGY,2019-11-30 03:58:52,-904.5,0.0,25.0,50.0,177.6,444.0,5000.0,7000.0,9000.0,13296.15
2019-11-30,HPRG1,RAISE5MIN,2019-11-30 03:56:13,0.0,1.0,2.0,3.0,4.0,5.0,6.0,8.0,9.0,10.0
2019-11-30,OSB-AG,ENERGY,2019-11-29 10:45:54,-999.7,52.98,68.43,86.87,103.22,147.46,285.86,444.87,11486.55,14695.59
2019-11-30,OSB-AG,LOWERREG,2019-11-23 22:03:27,0.0,74.0,278.0,598.0,3992.0,7980.0,11982.0,12884.0,13080.0,14700.0
2019-11-30,QPS1,ENERGY,2019-11-29 10:45:54,-985.2,76.85,97.57,113.29,314.18,373.31,569.52,10421.44,12856.68,14482.44
2019-11-30,TORRB1,LOWER6SEC,2019-11-29 11:00:22,0.04,0.5,2.0,3.0,5.0,10.0,20.0,300.0,1000.0,14699.0
2019-11-30,TORRB1,LOWERREG,2019-11-29 11:00:22,0.0,10.99,18.99,45.99,269.99,1000.0,8999.99,11499.99,12899.99,14700.0
2019-11-30,TORRB1,RAISE60SEC,2019-11-29 11:00:22,0.04,0.5,5.0,10.0,20.0,40.0,100.0,300.0,5000.0,14699.0
2019-11-30,TORRB2,RAISEREG,2019-11-22 13:15:28,0.0,10.99,18.99,45.99,102.0,269.99,4999.99,11499.99,12899.99,14700.0
2019-11-30,TORRB3,LOWER6SEC,2019-11-13 14:17:19,0.04,0.5,2.0,3.0,5.0,10.0,20.0,300.0,1000.0,14699.0
2019-11-30,TORRB3,LOWERREG,2019-11-13 14:17:19,0.0,10.99,18.99,45.99,269.99,1000.0,8999.99,11499.99,12899.99,14700.0
2019-11-30,TORRB4,RAISEREG,2019-11-22 13:15:28,0.0,10.99,18.99,45.99,102.0,269.99,4999.99,11499.99,12899.99,14700.0
2019-11-30,DALNTHL1,ENERGY,2019-11-30 03:58:52,-999.0,0.0,25.0,50.0,100.0,500.0,5000.0,7000.0,9000.0,14685.3
2019-11-30,DALNTHL1,LOWER5MIN,2019-11-30 03:58:52,0.0,1.0,2.0,4.0,16.0,32.0,64.0,256.0,10000.0,14700.0
2019-11-30,HPRG1,RAISE6SEC,2019-11-30 03:56:13,0.0,1.0,2.0,3.0,4.0,5.0,6.0,8.0,9.0,10.0
2019-11-30,LBBG1,ENERGY,2019-11-30 03:33:17,-992.2,-991.21,-149.63,-2.98,49.61,94.26,247.06,401.84,9922.0,14585.34
2019-11-30,LBBG1,RAISEREG,2019-11-30 03:33:17,0.0,8.95,14.17,19.83,28.22,34.8,60.0,185.0,440.0,14700.0
2019-11-30,LBBL1,LOWER5MIN,2019-11-30 03:33:17,0.0,0.95,1.95,2.95,3.95,4.95,5.95,7.95,9.95,14700.0
2019-11-30,LBBG1,RAISE60SEC,2019-11-30 03:33:17,0.0,0.48,0.95,1.95,2.8,2.95,4.95,9.95,29.65,14700.0
2019-11-30,OSB-AG,LOWER5MIN,2019-11-23 22:03:27,0.01,0.44,0.79,1.99,4.89,9.89,14.99,19.99,13799.99,14700.0
2019-11-30,OSB-AG,RAISE5MIN,2019-11-23 22:03:27,0.0,0.51,0.79,1.99,4.99,9.99,14.98,19.99,13799.99,14700.0
2019-11-30,OSB-AG,RAISE6SEC,2019-11-23 22:03:27,0.01,0.51,0.79,1.79,4.44,9.99,14.99,19.99,13799.99,14700.0
2019-11-30,QPS3,ENERGY,2019-11-29 10:45:54,-985.2,76.85,97.57,113.29,314.18,373.31,569.52,10421.44,12856.68,14482.44
2019-11-30,TORRB1,LOWER5MIN,2019-11-29 11:00:22,0.0,0.8,1.6,79.85,300.0,1000.0,8500.0,9000.0,9500.0,14699.0
2019-11-30,TORRB3,LOWER5MIN,2019-11-22 13:15:28,0.0,0.8,1.6,79.85,300.0,1000.0,8500.0,9000.0,9500.0,14699.0
2019-11-30,TORRB4,LOWER60SEC,2019-11-13 14:27:48,0.0,0.03,0.45,1.0,10.0,100.0,1010.0,4699.6,8999.9,14699.0
2019-11-30,TORRB4,RAISE60SEC,2019-11-13 14:27:48,0.04,0.5,5.0,10.0,20.0,40.0,100.0,300.0,5000.0,14699.0
2019-11-30,BARKIPS1,ENERGY,2019-11-29 18:12:49,-999.8,0.0,30.0,49.99,69.99,99.98,119.98,299.94,9998.0,14697.06
2019-11-30,DALNTHL1,LOWER60SEC,2019-11-30 03:58:52,0.0,1.0,2.0,4.0,16.0,32.0,64.0,256.0,10000.0,14700.0
2019-11-30,LBBG1,LOWERREG,2019-11-30 03:33:17,0.0,8.95,13.1,18.95,32.45,41.0,87.0,230.0,490.0,14700.0
2019-11-30,LBBL1,LOWER60SEC,2019-11-30 03:33:17,0.0,0.95,1.95,2.95,3.95,4.95,5.95,7.95,9.95,14700.0
2019-11-30,AGLHAL,ENERGY,2019-10-24 11:04:24,-974.8,0.0,271.78,359.52,408.26,486.24,564.22,1331.15,10312.28,13646.22
2019-11-30,OSB-AG,LOWER60SEC,2019-11-23 22:03:27,0.01,0.14,0.79,1.99,4.49,9.99,14.79,20.79,13799.99,14700.0
2019-11-30,PPCCGT,ENERGY,2019-11-29 17:29:44,-998.9,61.93,77.41,83.41,96.69,315.65,590.35,1498.35,4994.5,14683.83
2019-11-30,PPCCGT,RAISE6SEC,2019-11-29 17:29:44,0.98,4.99,6.98,8.88,16.9,29.99,49.98,146.0,500.0,14700.0
2019-11-30,TORRB2,LOWER60SEC,2019-11-22 13:15:28,0.0,0.03,0.45,1.0,10.0,100.0,1010.0,4699.6,8999.9,14699.0
2019-11-30,TORRB2,LOWER6SEC,2019-11-22 13:15:28,0.04,0.5,2.0,3.0,5.0,10.0,20.0,300.0,1000.0,14699.0
2019-11-30,TORRB3,ENERGY,2019-11-29 06:18:54,-999.7,0.0,37.99,68.98,86.97,114.97,147.96,484.85,11446.57,14695.59
2019-11-30,TORRB3,LOWER60SEC,2019-11-13 14:17:19,0.0,0.03,0.45,1.0,10.0,100.0,1010.0,4699.6,8999.9,14699.0
2019-11-30,TORRB4,RAISE5MIN,2019-11-13 14:27:48,0.04,0.5,20.0,40.0,75.0,300.0,8500.0,9000.0,9500.0,14699.0
2019-11-30,TORRB4,RAISE6SEC,2019-11-13 14:27:48,0.04,0.5,1.5,10.0,20.0,40.0,100.0,300.0,5000.0,14699.0
2019-11-30,PPCCGT,LOWER5MIN,2019-11-29 14:49:50,0.0,0.03,0.19,9.69,75.69,502.69,1999.69,4699.69,8999.69,14700.0
2019-11-30,PPCCGT,RAISE5MIN,2019-11-29 14:49:50,0.98,4.88,5.88,8.9,16.05,28.9,47.9,149.0,498.0,14700.0
2019-11-30,TORRB4,ENERGY,2019-11-29 15:03:28,-999.7,0.0,37.99,68.98,86.97,114.97,147.96,484.85,11446.57,14695.59
2019-11-30,HPRG1,ENERGY,2019-11-30 03:56:13,-985.1,0.0,55.0,85.0,170.0,245.0,295.0,400.0,1000.0,10027.0
2019-11-30,HPRG1,RAISEREG,2019-11-30 03:56:13,0.0,7.0,17.0,24.0,33.0,59.0,89.0,269.0,499.0,12000.0
2019-11-30,DALNTH01,RAISE60SEC,2019-11-30 03:58:52,0.0,1.0,2.0,4.0,16.0,32.0,64.0,256.0,10000.0,14700.0
2019-11-30,QPS5,LOWERREG,2019-11-23 22:03:27,0.0,74.0,278.0,598.0,3992.0,7980.0,11982.0,12884.0,13080.0,14700.0
2019-11-30,TORRB1,RAISE5MIN,2019-11-29 11:00:22,0.04,0.5,20.0,40.0,75.0,300.0,8500.0,9000.0,9500.0,14699.0
2019-11-30,TORRB1,RAISEREG,2019-11-29 11:00:22,0.0,10.99,18.99,45.99,102.0,269.99,4999.99,11499.99,12899.99,14700.0
2019-11-30,TORRB2,RAISE5MIN,2019-11-22 13:15:28,0.04,0.5,20.0,40.0,75.0,300.0,8500.0,9000.0,9500.0,14699.0
2019-11-30,TORRB2,RAISE60SEC,2019-11-22 13:15:28,0.04,0.5,5.0,10.0,20.0,40.0,100.0,300.0,5000.0,14699.0
2019-11-30,TORRB3,RAISE6SEC,2019-11-13 14:17:19,0.04,0.5,1.5,10.0,20.0,40.0,100.0,300.0,5000.0,14699.0
2019-11-30,TORRB3,RAISEREG,2019-11-22 13:15:28,0.0,10.99,18.99,45.99,102.0,269.99,4999.99,11499.99,12899.99,14700.0
2019-11-30,HPRL1,LOWER6SEC,2019-11-30 03:56:13,0.0,1.0,2.0,3.0,4.0,5.0,6.0,8.0,9.0,10.0
2019-11-30,HPRL1,LOWERREG,2019-11-30 03:56:13,0.0,9.5,13.0,20.0,32.0,55.0,272.0,520.0,945.0,12000.0
2019-11-30,LBBG1,RAISE5MIN,2019-11-30 03:33:17,0.0,0.68,0.95,1.95,2.78,4.85,8.9,14.95,30.1,14700.0
2019-11-30,LBBG1,RAISE6SEC,2019-11-30 03:33:17,0.0,0.97,1.48,1.95,2.95,5.0,9.95,14.98,20.45,14700.0
2019-11-30,OSB-AG,LOWER6SEC,2019-11-23 22:03:27,0.01,0.13,0.79,1.99,4.39,9.99,14.99,20.79,13799.99,14700.0
2019-11-30,OSB-AG,RAISE60SEC,2019-11-23 22:03:27,0.01,0.51,0.79,1.83,3.94,9.99,14.99,19.99,13799.99,14700.0
2019-11-30,PPCCGT,LOWERREG,2019-11-29 17:29:44,0.0,10.88,73.69,276.69,290.0,599.0,1279.0,7696.69,10969.69,14700.0
2019-11-30,QPS5,LOWER6SEC,2019-11-23 22:03:27,0.0,2.0,5.0,10.11,99.83,3993.6,8988.89,14177.3,14182.97,14700.0
2019-11-30,TORRB2,ENERGY,2019-11-29 16:32:07,-999.7,0.0,37.99,68.98,86.97,114.97,147.96,484.85,11446.57,14695.59
2019-11-30,TORRB2,LOWERREG,2019-11-22 13:15:28,0.0,10.99,18.99,45.99,269.99,1000.0,8999.99,11499.99,12899.99,14700.0
2019-11-30,TORRB2,RAISE6SEC,2019-11-22 13:15:28,0.04,0.5,1.5,10.0,20.0,40.0,100.0,300.0,5000.0,14699.0
2019-11-30,TORRB3,RAISE60SEC,2019-11-13 14:17:19,0.04,0.5,5.0,10.0,20.0,40.0,100.0,300.0,5000.0,14699.0
2019-11-30,HPRL1,ENERGY,2019-11-30 03:56:13,-983.1,-500.0,-50.0,0.0,50.0,100.0,150.0,300.0,898.0,14254.95
2019-11-30,HPRL1,LOWER5MIN,2019-11-30 03:56:13,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,10.0
2019-11-30,HPRL1,LOWER60SEC,2019-11-30 03:56:13,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,10.0
2019-11-30,LBBL1,ENERGY,2019-11-30 03:33:17,-1005.9,-1004.89,-151.7,-45.27,-3.02,35.21,250.47,457.68,11064.9,14786.73
2019-12-01,QPS5,LOWERREG,2019-11-29 19:19:55,0.0,74.0,278.0,598.0,3992.0,7980.0,11982.0,12884.0,13080.0,14700.0
2019-12-01,PPCCGT,ENERGY,2019-11-30 14:59:01,-998.9,62.93,77.41,83.41,96.69,315.65,590.35,1498.35,4994.5,14683.83
2019-12-01,QPS5,ENERGY,2019-11-30 19:38:35,-985.2,76.85,97.57,113.29,314.18,373.31,569.52,10421.44,12856.68,14482.44
2019-12-01,TORRB2,RAISE6SEC,2019-11-22 13:15:24,0.04,0.5,1.5,10.0,20.0,40.0,100.0,300.0,5000.0,14699.0
2019-12-01,HPRG1,LOWERREG,2019-12-01 03:56:12,0.0,9.5,13.0,20.0,32.0,55.0,272.0,520.0,945.0,12000.0
2019-12-01,LBBG1,LOWERREG,2019-12-01 03:56:19,0.0,8.95,13.1,18.95,32.45,41.0,87.0,230.0,490.0,14700.0
2019-12-01,LBBL1,RAISEREG,2019-12-01 03:56:19,0.0,8.95,14.17,19.83,28.22,34.8,60.0,185.0,440.0,14700.0
2019-12-01,PPCCGT,RAISEREG,2019-11-30 13:35:31,1.99,9.99,13.8,17.79,32.99,59.99,99.99,298.0,999.0,14700.0
2019-12-01,TORRB2,RAISE5MIN,2019-11-22 13:15:24,0.04,0.5,20.0,40.0,75.0,300.0,8500.0,9000.0,9500.0,14699.0
2019-12-01,TORRB1,LOWER60SEC,2019-11-22 12:45:16,0.0,0.03,0.45,1.0,10.0,100.0,1010.0,4699.6,8999.9,14699.0
2019-12-01,TORRB3,LOWERREG,2019-11-13 14:17:11,0.0,10.99,18.99,45.99,269.99,1000.0,8999.99,11499.99,12899.99,14700.0
2019-12-01,TORRB4,LOWER6SEC,2019-11-13 14:28:44,0.04,0.5,2.0,3.0,5.0,10.0,20.0,300.0,1000.0,14699.0
2019-12-02,DALNTH01,RAISE60SEC,2019-11-11 10:46:19,0.0,1.0,2.0,4.0,16.0,32.0,64.0,256.0,10000.0,14700.0
2019-12-02,HPRG1,ENERGY,2019-12-02 03:56:16,-985.1,0.0,55.0,85.0,170.0,245.0,295.0,400.0,1000.0,10027.0
2019-12-02,HPRG1,RAISEREG,2019-12-02 03:56:16,0.0,7.0,17.0,24.0,33.0,59.0,89.0,269.0,499.0,12000.0
2019-12-02,LBBG1,RAISE60SEC,2019-12-02 03:56:24,0.0,0.48,0.95,1.95,2.8,2.95,4.95,9.95,29.65,14700.0
2019-12-02,TORRB4,LOWER6SEC,2019-11-13 14:28:25,0.04,0.5,2.0,3.0,5.0,10.0,20.0,300.0,1000.0,14699.0
2019-12-03,BARKIPS1,ENERGY,2019-12-03 03:37:48,-999.8,0.0,30.0,49.99,69.99,99.98,119.98,299.94,9998.0,14697.06
2019-12-02,QPS4,ENERGY,2019-11-30 19:38:42,-985.2,76.85,97.57,113.29,314.18,373.31,569.52,10421.44,12856.68,14482.44
2019-12-03,OSB-AG,LOWER6SEC,2019-11-29 19:20:15,0.01,0.13,0.79,1.99,4.39,9.99,14.99,20.79,13799.99,14700.0
2019-12-03,OSB-AG,RAISE60SEC,2019-11-29 19:20:15,0.01,0.51,0.79,1.83,3.94,9.99,14.99,19.99,13799.99,14700.0
2019-12-03,QPS5,LOWERREG,2019-11-29 19:20:15,0.0,74.0,278.0,598.0,3992.0,7980.0,11982.0,12884.0,13080.0,14700.0
2019-12-03,DALNTH01,RAISE5MIN,2019-12-03 03:58:56,0.0,1.0,2.0,4.0,16.0,32.0,64.0,256.0,10000.0,14700.0
2019-12-03,LBBG1,LOWERREG,2019-12-03 03:56:23,0.0,8.95,13.1,18.95,32.45,41.0,87.0,230.0,490.0,14700.0
2019-12-03,LBBL1,RAISEREG,2019-12-03 03:56:23,0.0,8.95,14.17,19.83,28.22,34.8,60.0,185.0,440.0,14700.0
2019-12-03,PPCCGT,RAISEREG,2019-12-02 13:05:19,1.99,9.99,13.8,17.79,32.99,59.99,99.99,298.0,999.0,14700.0
2019-12-02,TORRB1,LOWERREG,2019-11-22 12:45:12,0.0,10.99,18.99,45.99,269.99,1000.0,8999.99,11499.99,12899.99,14700.0
2019-12-02,TORRB4,RAISE6SEC,2019-11-13 14:28:25,0.04,0.5,1.5,10.0,20.0,40.0,100.0,300.0,5000.0,14699.0
2019-12-02,TORRB3,RAISE60SEC,2019-11-13 14:17:07,0.04,0.5,5.0,10.0,20.0,40.0,100.0,300.0,5000.0,14699.0
2019-12-03,TORRB3,RAISE5MIN,2019-11-22 13:15:12,0.04,0.5,20.0,40.0,75.0,300.0,8500.0,9000.0,9500.0,14699.0
2019-12-04,TORRB4,ENERGY,2019-12-04 00:45:48,-999.7,0.0,37.99,68.98,86.97,114.97,147.96,484.85,11446.57,14695.59
2019-12-04,TORRB1,RAISEREG,2019-11-22 13:15:05,0.0,10.99,18.99,45.99,102.0,269.99,4999.99,11499.99,12899.99,14700.0
2019-12-04,TORRB3,RAISE5MIN,2019-11-22 13:15:05,0.04,0.5,20.0,40.0,75.0,300.0,8500.0,9000.0,9500.0,14699.0
2019-12-03,TORRB1,RAISE60SEC,2019-11-22 12:45:05,0.04,0.5,5.0,10.0,20.0,40.0,100.0,300.0,5000.0,14699.0
2019-12-04,TORRB1,RAISE5MIN,2019-11-22 13:15:05,0.04,0.5,20.0,40.0,75.0,300.0,8500.0,9000.0,9500.0,14699.0
2019-12-03,TORRB3,RAISE6SEC,2019-11-13 14:16:37,0.04,0.5,1.5,10.0,20.0,40.0,100.0,300.0,5000.0,14699.0
2019-12-04,HPRG1,RAISE5MIN,2019-12-04 03:56:20,0.0,1.0,2.0,3.0,4.0,5.0,6.0,8.0,9.0,10.0
2019-12-04,LBBL1,ENERGY,2019-12-04 03:56:20,-1005.9,-1004.89,-151.7,-45.27,-3.02,35.21,250.47,457.68,11064.9,14786.73
2019-12-04,HPRL1,LOWERREG,2019-12-04 03:56:20,0.0,9.5,13.0,20.0,32.0,55.0,272.0,520.0,945.0,12000.0
2019-12-04,HPRL1,RAISEREG,2019-12-04 03:56:20,0.0,8.0,18.0,25.0,34.0,60.0,90.0,270.0,500.0,12000.0
2019-12-04,TORRB4,RAISEREG,2019-11-22 13:15:05,0.0,10.99,18.99,45.99,102.0,269.99,4999.99,11499.99,12899.99,14700.0
2019-12-05,TORRB1,LOWERREG,2019-11-22 12:44:52,0.0,10.99,18.99,45.99,269.99,1000.0,8999.99,11499.99,12899.99,14700.0
2019-12-05,TORRB3,RAISE60SEC,2019-11-13 14:17:03,0.04,0.5,5.0,10.0,20.0,40.0,100.0,300.0,5000.0,14699.0
2019-12-05,TORRB3,RAISE6SEC,2019-11-13 14:17:03,0.04,0.5,1.5,10.0,20.0,40.0,100.0,300.0,5000.0,14699.0
2019-12-04,PPCCGT,LOWER6SEC,2019-12-03 14:25:21,0.0,0.03,0.19,0.49,9.69,75.69,1999.69,3999.69,8999.69,14700.0
2019-12-04,PPCCGT,RAISE5MIN,2019-12-03 14:25:21,0.98,4.88,5.88,8.9,16.05,28.9,47.9,149.0,498.0,14700.0
2019-12-04,PPCCGT,RAISE60SEC,2019-12-03 14:25:21,0.98,4.88,5.88,8.9,16.05,28.9,47.9,149.0,498.0,14700.0
2019-12-05,PPCCGT,RAISE5MIN,2019-12-04 13:58:47,0.98,4.88,5.88,8.9,16.05,28.9,47.9,149.0,498.0,14700.0
2019-12-05,PPCCGT,RAISE60SEC,2019-12-04 13:58:47,0.98,4.88,5.88,8.9,16.05,28.9,47.9,149.0,498.0,14700.0
2019-12-05,DALNTH01,RAISE6SEC,2019-12-05 03:58:47,0.0,1.0,2.0,4.0,16.0,32.0,64.0,256.0,10000.0,14700.0
2019-12-05,DALNTHL1,LOWER6SEC,2019-12-05 03:58:47,0.0,1.0,2.0,4.0,16.0,32.0,64.0,256.0,10000.0,14700.0
2019-12-05,HPRG1,RAISE6SEC,2019-12-05 03:56:14,0.0,1.0,2.0,3.0,4.0,5.0,6.0,8.0,9.0,10.0
2019-12-05,HPRL1,LOWER6SEC,2019-12-05 03:56:14,0.0,1.0,2.0,3.0,4.0,5.0,6.0,8.0,9.0,10.0
2019-12-05,HPRL1,RAISEREG,2019-12-05 03:56:14,0.0,8.0,18.0,25.0,34.0,60.0,90.0,270.0,500.0,12000.0
2019-12-05,LBBG1,RAISE5MIN,2019-12-05 03:56:23,0.0,0.68,0.95,1.95,2.78,4.85,8.9,14.95,30.1,14700.0
2019-12-05,TORRB1,ENERGY,2019-12-04 05:56:24,-999.7,0.0,37.99,68.98,86.97,114.97,147.96,484.85,11446.57,14695.59
2019-12-05,TORRB2,RAISE5MIN,2019-12-04 15:18:57,0.04,0.5,20.0,40.0,75.0,300.0,8500.0,9000.0,9500.0,14699.0
2019-12-05,TORRB4,ENERGY,2019-12-04 15:18:57,-999.7,0.0,37.99,68.98,86.97,114.97,147.96,484.85,11446.57,14695.59
2019-12-05,TORRB4,RAISE6SEC,2019-12-04 10:47:33,0.04,0.5,1.5,10.0,20.0,40.0,100.0,300.0,5000.0,14699.0
2019-12-05,TORRB3,LOWER6SEC,2019-11-13 14:17:03,0.04,0.5,2.0,3.0,5.0,10.0,20.0,300.0,1000.0,14699.0
2019-12-05,TORRB4,RAISE60SEC,2019-12-04 10:47:33,0.04,0.5,5.0,10.0,20.0,40.0,100.0,300.0,5000.0,14699.0
2019-12-06,TORRB1,LOWERREG,2019-11-22 12:44:42,0.0,10.99,18.99,45.99,269.99,1000.0,8999.99,11499.99,12899.99,14700.0
2019-12-05,TORRB2,LOWER6SEC,2019-12-04 10:47:33,0.04,0.5,2.0,3.0,5.0,10.0,20.0,300.0,1000.0,14699.0
2019-12-05,TORRB4,LOWER60SEC,2019-12-04 10:47:33,0.0,0.03,0.45,1.0,10.0,100.0,1010.0,4699.6,8999.9,14699.0
2019-12-06,DALNTH01,ENERGY,2019-12-06 03:58:56,-904.5,0.0,25.0,50.0,177.6,444.0,5000.0,7000.0,9000.0,13296.15
2019-12-06,DALNTHL1,ENERGY,2019-12-06 03:58:56,-999.0,0.0,25.0,50.0,100.0,500.0,5000.0,7000.0,9000.0,14685.3
2019-12-06,DALNTHL1,LOWER60SEC,2019-12-06 03:58:56,0.0,1.0,2.0,4.0,16.0,32.0,64.0,256.0,10000.0,14700.0
2019-12-06,HPRL1,LOWER5MIN,2019-12-06 03:56:15,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,10.0
2019-12-06,LBBG1,ENERGY,2019-12-06 03:56:24,-992.2,-991.21,-149.63,-2.98,49.61,94.26,247.06,401.84,9922.0,14585.34
2019-12-07,BARKIPS1,ENERGY,2019-12-07 03:06:20,-999.8,0.0,49.99,54.99,59.99,64.99,69.99,74.98,299.94,14697.06
2019-12-05,TORRB4,LOWERREG,2019-12-04 10:47:33,0.0,10.99,18.99,45.99,269.99,1000.0,8999.99,11499.99,12899.99,14700.0
2019-12-05,TORRB4,RAISE5MIN,2019-12-04 10:47:33,0.04,0.5,20.0,40.0,75.0,300.0,8500.0,9000.0,9500.0,14699.0
2019-12-06,OSB-AG,LOWERREG,2019-11-29 19:20:48,0.0,74.0,278.0,598.0,3992.0,7980.0,11982.0,12884.0,13080.0,14700.0
2019-12-06,PPCCGT,LOWERREG,2019-12-05 19:04:07,0.0,10.88,73.69,276.69,290.0,599.0,1279.0,7696.69,10969.69,14700.0
2019-12-07,TORRB3,RAISE6SEC,2019-11-27 13:35:59,0.04,0.5,1.5,10.0,20.0,40.0,100.0,300.0,5000.0,14699.0
2019-12-07,DALNTH01,RAISE60SEC,2019-11-27 13:35:58,0.0,1.0,2.0,4.0,16.0,32.0,64.0,256.0,10000.0,14700.0
2019-12-07,QPS5,LOWERREG,2019-11-29 19:22:20,0.0,74.0,278.0,598.0,3992.0,7980.0,11982.0,12884.0,13080.0,14700.0
2019-12-07,TORRB4,LOWER60SEC,2019-11-27 13:35:59,0.0,0.03,0.45,1.0,10.0,100.0,1010.0,4699.6,8999.9,14699.0
2019-12-07,TORRB2,RAISE5MIN,2019-11-27 13:35:59,0.04,0.5,20.0,40.0,75.0,300.0,8500.0,9000.0,9500.0,14699.0
2019-12-08,TORRB1,LOWER60SEC,2019-11-27 13:36:48,0.0,0.03,0.45,1.0,10.0,100.0,1010.0,4699.6,8999.9,14699.0
2019-12-08,TORRB2,LOWER6SEC,2019-11-27 13:36:48,0.04,0.5,2.0,3.0,5.0,10.0,20.0,300.0,1000.0,14699.0
2019-12-08,TORRB4,LOWER6SEC,2019-11-27 13:36:48,0.04,0.5,2.0,3.0,5.0,10.0,20.0,300.0,1000.0,14699.0
2019-12-08,TORRB4,LOWERREG,2019-11-27 13:36:48,0.0,10.99,18.99,45.99,269.99,1000.0,8999.99,11499.99,12899.99,14700.0
