SETTLEMENTDATE,DUID,BIDTYPE,OFFERDATE,PRICEBAND1,PRICEBAND2,PRICEBAND3,PRICEBAND4,PRICEBAND5,PRICEBAND6,PRICEBAND7,PRICEBAND8,PRICEBAND9,PRICEBAND10
2019-12-23,LBBL1,ENERGY,2019-12-23 03:56:17,-1005.9,-1004.89,-151.7,-45.27,-3.02,35.21,250.47,457.68,11064.9,14786.73
2019-12-23,LBBL1,LOWER60SEC,2019-12-23 03:56:17,0.0,0.95,1.95,2.95,3.95,4.95,5.95,7.95,9.95,14700.0
2019-12-24,DALNTHL1,LOWER60SEC,2019-12-24 03:58:50,0.0,1.0,2.0,4.0,16.0,32.0,64.0,256.0,10000.0,14700.0
2019-12-24,HPRG1,RAISE60SEC,2019-12-24 03:56:13,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,10.0
2019-12-24,HPRG1,RAISE6SEC,2019-12-24 03:56:13,0.0,1.0,2.0,3.0,4.0,5.0,6.0,8.0,9.0,10.0
2019-12-24,PPCCGT,RAISE6SEC,2019-12-23 16:43:36,0.98,4.99,6.98,8.88,16.9,29.99,49.98,146.0,500.0,14700.0
2019-12-25,HPRL1,LOWER6SEC,2019-12-25 03:56:12,0.0,1.0,2.0,3.0,4.0,5.0,6.0,8.0,9.0,10.0
2019-12-25,OSB-AG,RAISE5MIN,2019-12-18 20:53:42,0.0,0.51,0.79,1.99,4.99,9.99,14.98,19.99,13799.99,14700.0
2019-12-25,TORRB1,LOWER5MIN,2019-12-24 09:30:00,0.0,0.8,1.6,79.85,300.0,1000.0,8500.0,9000.0,9500.0,14699.0
2019-12-25,TORRB3,RAISE6SEC,2019-12-24 11:04:33,0.04,0.5,1.5,10.0,20.0,40.0,100.0,300.0,5000.0,14699.0
2019-12-25,TORRB4,LOWER60SEC,2019-12-20 07:46:29,0.0,0.03,0.45,1.0,10.0,100.0,1010.0,4699.6,8999.9,14699.0
2019-12-25,TORRB4,RAISE60SEC,2019-12-20 07:46:29,0.04,0.5,5.0,10.0,20.0,40.0,100.0,300.0,5000.0,14699.0
2019-12-26,QPS2,ENERGY,2019-12-24 20:36:09,-985.2,76.85,97.57,113.29,314.18,373.31,569.52,10421.44,12856.68,14482.44
2019-12-26,QPS5,ENERGY,2019-12-24 20:36:09,-985.2,76.85,97.57,113.29,314.18,373.31,569.52,10421.44,12856.68,14482.44
2019-12-26,TORRB1,RAISE6SEC,2019-12-20 07:46:44,0.04,0.5,1.5,10.0,20.0,40.0,100.0,300.0,5000.0,14699.0
2019-12-26,TORRB2,LOWER6SEC,2019-12-11 15:39:45,0.04,0.5,2.0,3.0,5.0,10.0,20.0,300.0,1000.0,14699.0
2019-12-26,TORRB2,RAISE60SEC,2019-12-11 15:39:45,0.04,0.5,5.0,10.0,20.0,40.0,100.0,300.0,5000.0,14699.0
2019-12-26,TORRB4,LOWERREG,2019-12-20 07:46:44,0.0,10.99,18.99,45.99,269.99,1000.0,8999.99,11499.99,12899.99,14700.0
2019-12-26,TORRB4,RAISE60SEC,2019-12-20 07:46:44,0.04,0.5,5.0,10.0,20.0,40.0,100.0,300.0,5000.0,14699.0
2019-12-27,BARKIPS1,ENERGY,2019-12-26 13:43:06,-999.8,0.0,67.99,85.98,113.98,146.97,248.96,483.9,11446.72,14697.06
2019-12-27,OSB-AG,LOWERREG,2019-12-20 19:28:30,0.0,74.0,278.0,598.0,3992.0,7980.0,11982.0,12884.0,13080.0,14700.0
2019-12-27,PPCCGT,RAISE6SEC,2019-12-26 16:23:19,0.98,4.99,6.98,8.88,16.9,29.99,49.98,146.0,500.0,14700.0
2019-12-27,QPS1,ENERGY,2019-12-26 11:38:35,-985.2,76.85,97.57,113.29,314.18,373.31,569.52,10421.44,12856.68,14482.44
2019-12-27,QPS4,ENERGY,2019-12-26 11:38:35,-985.2,76.85,97.57,113.29,314.18,373.31,569.52,10421.44,12856.68,14482.44
2019-12-27,TORRB1,RAISE6SEC,2019-12-26 11:01:14,0.04,0.5,1.5,10.0,20.0,40.0,100.0,300.0,5000.0,14699.0
2019-12-27,TORRB2,ENERGY,2019-12-26 13:43:06,-999.7,0.0,68.98,86.97,114.97,147.96,249.93,484.85,11446.57,14695.59
2019-12-27,TORRB2,LOWER6SEC,2019-12-26 11:01:14,0.04,0.5,2.0,3.0,5.0,10.0,20.0,300.0,1000.0,14699.0
2019-12-27,TORRB3,RAISE5MIN,2019-12-26 11:01:14,0.04,0.5,20.0,40.0,75.0,300.0,8500.0,9000.0,9500.0,14699.0
2019-12-28,AGLHAL,ENERGY,2019-12-25 07:49:46,-974.8,0.0,271.78,359.52,408.26,486.24,564.22,1331.15,10312.28,13646.22
2019-12-28,OSB-AG,LOWERREG,2019-12-21 22:23:13,0.0,74.0,278.0,598.0,3992.0,7980.0,11982.0,12884.0,13080.0,14700.0
2019-12-28,OSB-AG,RAISE5MIN,2019-12-21 22:23:13,0.0,0.51,0.79,1.99,4.99,9.99,14.98,19.99,13799.99,14700.0
2019-12-28,QPS3,ENERGY,2019-12-27 10:10:59,-985.2,76.85,97.57,113.29,314.18,373.31,569.52,10421.44,12856.68,14482.44
2019-12-28,QPS5,LOWERREG,2019-12-21 22:23:13,0.0,74.0,278.0,598.0,3992.0,7980.0,11982.0,12884.0,13080.0,14700.0
2019-12-28,TORRB1,LOWER6SEC,2019-12-20 07:45:51,0.04,0.5,2.0,3.0,5.0,10.0,20.0,300.0,1000.0,14699.0
2019-12-28,TORRB1,LOWERREG,2019-12-20 07:45:51,0.0,10.99,18.99,45.99,269.99,1000.0,8999.99,11499.99,12899.99,14700.0
2019-12-28,TORRB2,LOWER5MIN,2019-12-16 13:30:18,0.0,0.8,1.6,79.85,300.0,1000.0,8500.0,9000.0,9500.0,14699.0
2019-12-28,TORRB2,RAISE5MIN,2019-12-16 13:30:18,0.04,0.5,20.0,40.0,75.0,300.0,8500.0,9000.0,9500.0,14699.0
2019-12-28,TORRB3,RAISE60SEC,2019-12-16 13:30:18,0.04,0.5,5.0,10.0,20.0,40.0,100.0,300.0,5000.0,14699.0
2019-12-25,PPCCGT,LOWER60SEC,2019-12-24 12:49:33,0.0,0.03,0.19,9.69,75.69,502.69,1999.69,4699.69,8999.69,14700.0
2019-12-26,PPCCGT,LOWER60SEC,2019-12-25 14:29:22,0.0,0.03,0.19,9.69,75.69,502.69,1999.69,4699.69,8999.69,14700.0
2019-12-26,PPCCGT,LOWER6SEC,2019-12-25 14:29:22,0.0,0.03,0.19,0.49,9.69,75.69,1999.69,3999.69,8999.69,14700.0
2019-12-25,HPRL1,RAISEREG,2019-12-25 03:56:12,0.0,8.0,18.0,25.0,34.0,60.0,90.0,270.0,500.0,12000.0
2019-12-25,LBBG1,RAISEREG,2019-12-25 03:56:22,0.0,8.95,14.17,19.83,28.22,34.8,60.0,185.0,440.0,14700.0
2019-12-26,DALNTH01,ENERGY,2019-12-26 03:59:00,-904.5,0.0,25.0,50.0,177.6,444.0,5000.0,7000.0,9000.0,13296.15
2019-12-26,DALNTHL1,LOWER6SEC,2019-12-26 03:59:00,0.0,1.0,2.0,4.0,16.0,32.0,64.0,256.0,10000.0,14700.0
2019-12-26,PPCCGT,LOWER5MIN,2019-12-25 14:29:22,0.0,0.03,0.19,9.69,75.69,502.69,1999.69,4699.69,8999.69,14700.0
2019-12-28,PPCCGT,LOWER5MIN,2019-12-27 14:35:11,0.0,0.03,0.19,9.69,75.69,502.69,1999.69,4699.69,8999.69,14700.0
2019-12-27,HPRL1,LOWER60SEC,2019-12-27 03:56:11,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,10.0
2019-12-27,HPRL1,LOWER6SEC,2019-12-27 03:56:11,0.0,1.0,2.0,3.0,4.0,5.0,6.0,8.0,9.0,10.0
2019-12-27,HPRL1,LOWERREG,2019-12-27 03:56:11,0.0,9.5,13.0,20.0,32.0,55.0,272.0,520.0,945.0,12000.0
2019-12-27,LBBG1,RAISEREG,2019-12-27 03:56:21,0.0,8.95,14.17,19.83,28.22,34.8,60.0,185.0,440.0,14700.0
2019-12-28,HPRG1,ENERGY,2019-12-28 03:56:13,-985.1,0.0,55.0,85.0,170.0,245.0,295.0,400.0,1000.0,10027.0
2019-12-28,HPRG1,RAISE5MIN,2019-12-28 03:56:13,0.0,1.0,2.0,3.0,4.0,5.0,6.0,8.0,9.0,10.0
2019-12-28,HPRL1,LOWER60SEC,2019-12-28 03:56:13,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,10.0
2019-12-28,HPRL1,LOWER6SEC,2019-12-28 03:56:13,0.0,1.0,2.0,3.0,4.0,5.0,6.0,8.0,9.0,10.0
2019-12-28,LBBG1,RAISE6SEC,2019-12-28 03:56:20,0.0,0.97,1.48,1.95,2.95,5.0,9.95,14.98,20.45,14700.0
2019-12-28,LBBL1,LOWER5MIN,2019-12-28 03:56:20,0.0,0.95,1.95,2.95,3.95,4.95,5.95,7.95,9.95,14700.0
2019-12-29,OSB-AG,LOWER5MIN,2019-12-22 12:05:41,0.01,0.44,0.79,1.99,4.89,9.89,14.99,19.99,13799.99,14700.0
2019-12-29,OSB-AG,RAISE5MIN,2019-12-22 12:05:41,0.0,0.51,0.79,1.99,4.99,9.99,14.98,19.99,13799.99,14700.0
2019-12-29,OSB-AG,RAISE6SEC,2019-12-22 12:05:41,0.01,0.51,0.79,1.79,4.44,9.99,14.99,19.99,13799.99,14700.0
2019-12-29,QPS5,RAISEREG,2019-12-22 12:05:41,0.0,74.0,278.0,598.0,7680.0,8985.0,10970.0,12880.0,13978.0,14700.0
2019-12-29,TORRB1,RAISE6SEC,2019-12-28 09:27:52,0.04,0.5,1.5,10.0,20.0,40.0,100.0,300.0,5000.0,14699.0
2019-12-29,TORRB2,ENERGY,2019-12-28 13:54:53,-999.7,0.0,68.98,86.97,114.97,147.96,249.93,484.85,11446.57,14695.59
2019-12-29,TORRB3,ENERGY,2019-12-28 13:54:53,-999.7,0.0,68.98,86.97,114.97,147.96,249.93,484.85,11446.57,14695.59
2019-12-29,TORRB3,RAISE6SEC,2019-12-28 09:27:52,0.04,0.5,1.5,10.0,20.0,40.0,100.0,300.0,5000.0,14699.0
2019-12-29,TORRB3,RAISEREG,2019-12-28 09:27:52,0.0,10.99,18.99,45.99,102.0,269.99,4999.99,11499.99,12899.99,14700.0
2019-12-29,TORRB4,RAISE60SEC,2019-12-28 09:27:52,0.04,0.5,5.0,10.0,20.0,40.0,100.0,300.0,5000.0,14699.0
2019-12-30,PPCCGT,LOWER60SEC,2019-12-29 18:53:04,0.0,0.03,0.19,9.69,75.69,502.69,1999.69,4699.69,8999.69,14700.0
2019-12-30,PPCCGT,LOWERREG,2019-12-29 18:53:04,0.0,10.88,73.69,276.69,290.0,599.0,1279.0,7696.69,10969.69,14700.0
2019-12-30,TORRB1,LOWER60SEC,2019-12-20 07:46:26,0.0,0.03,0.45,1.0,10.0,100.0,1010.0,4699.6,8999.9,14699.0
2019-12-30,TORRB2,LOWER60SEC,2019-12-16 13:33:51,0.0,0.03,0.45,1.0,10.0,100.0,1010.0,4699.6,8999.9,14699.0
2019-12-30,TORRB4,ENERGY,2019-12-29 14:48:33,-999.7,0.0,68.98,86.97,114.97,147.96,249.93,484.85,11446.57,14695.59
2019-12-30,TORRB4,RAISE5MIN,2019-12-29 07:52:32,0.04,0.5,20.0,40.0,75.0,300.0,8500.0,9000.0,9500.0,14699.0
2019-12-29,OSB-AG,ENERGY,2019-12-28 18:38:13,-999.7,52.98,60.18,68.43,86.87,103.22,147.46,285.86,444.87,14695.59
2019-12-29,DALNTH01,RAISE6SEC,2019-12-28 06:48:41,0.0,1.0,2.0,4.0,16.0,32.0,64.0,256.0,10000.0,14700.0
2019-12-29,DALNTHL1,LOWER60SEC,2019-12-28 06:48:41,0.0,1.0,2.0,4.0,16.0,32.0,64.0,256.0,10000.0,14700.0
2019-12-29,DALNTHL1,LOWER6SEC,2019-12-28 06:48:41,0.0,1.0,2.0,4.0,16.0,32.0,64.0,256.0,10000.0,14700.0
2019-12-29,LBBG1,RAISEREG,2019-12-29 03:56:24,0.0,8.95,14.17,19.83,28.22,34.8,60.0,185.0,440.0,14700.0
2019-12-29,LBBL1,LOWER5MIN,2019-12-29 03:56:24,0.0,0.95,1.95,2.95,3.95,4.95,5.95,7.95,9.95,14700.0
2019-12-29,LBBL1,LOWERREG,2019-12-29 03:56:24,0.0,8.95,13.1,18.95,32.45,41.0,87.0,230.0,490.0,14700.0
2019-12-30,HPRG1,RAISE60SEC,2019-12-30 03:56:13,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,10.0
2019-12-30,HPRL1,LOWERREG,2019-12-30 03:56:13,0.0,9.5,13.0,20.0,32.0,55.0,272.0,520.0,945.0,12000.0
2019-12-30,LBBG1,RAISE5MIN,2019-12-30 03:56:21,0.0,0.68,0.95,1.95,2.78,4.85,8.9,14.95,30.1,14700.0
2019-12-31,HPRG1,RAISE6SEC,2019-12-31 03:56:22,0.0,1.0,2.0,3.0,4.0,5.0,6.0,8.0,9.0,10.0
2019-12-31,LBBG1,RAISE6SEC,2019-12-31 03:56:25,0.0,0.97,1.48,1.95,2.95,5.0,9.95,14.98,20.45,14700.0
2019-12-31,LBBL1,ENERGY,2019-12-31 03:56:25,-1005.9,-1004.89,-151.7,-45.27,-3.02,35.21,250.47,457.68,11064.9,14786.73
2019-12-31,LBBL1,LOWER6SEC,2019-12-31 03:56:25,0.0,0.95,1.95,2.95,3.95,4.95,5.95,7.95,9.95,14700.0
2019-12-31,TORRB1,LOWER6SEC,2019-12-20 07:46:14,0.04,0.5,2.0,3.0,5.0,10.0,20.0,300.0,1000.0,14699.0
2019-12-31,TORRB1,RAISE6SEC,2019-12-20 07:46:14,0.04,0.5,1.5,10.0,20.0,40.0,100.0,300.0,5000.0,14699.0
2019-12-31,TORRB2,RAISE5MIN,2019-12-16 13:33:22,0.04,0.5,20.0,40.0,75.0,300.0,8500.0,9000.0,9500.0,14699.0
2019-12-31,TORRB3,RAISE60SEC,2019-12-16 13:33:22,0.04,0.5,5.0,10.0,20.0,40.0,100.0,300.0,5000.0,14699.0
2019-12-31,TORRB4,LOWER60SEC,2019-12-20 07:46:14,0.0,0.03,0.45,1.0,10.0,100.0,1010.0,4699.6,8999.9,14699.0
2019-12-31,TORRB4,RAISEREG,2019-12-20 07:46:14,0.0,10.99,18.99,45.99,102.0,269.99,4999.99,11499.99,12899.99,14700.0
2019-12-01,OSB-AG,LOWER6SEC,2019-11-29 19:19:55,0.01,0.13,0.79,1.99,4.39,9.99,14.99,20.79,13799.99,14700.0
2019-12-01,OSB-AG,RAISE6SEC,2019-11-29 19:19:55,0.01,0.51,0.79,1.79,4.44,9.99,14.99,19.99,13799.99,14700.0
2019-12-01,PPCCGT,LOWER6SEC,2019-11-30 13:35:31,0.0,0.03,0.19,0.49,9.69,75.69,1999.69,3999.69,8999.69,14700.0
2019-12-01,QPS4,ENERGY,2019-11-30 19:38:35,-985.2,76.85,97.57,113.29,314.18,373.31,569.52,10421.44,12856.68,14482.44
2019-12-01,TORRB1,RAISE6SEC,2019-11-22 12:45:16,0.04,0.5,1.5,10.0,20.0,40.0,100.0,300.0,5000.0,14699.0
2019-12-01,TORRB2,LOWER5MIN,2019-11-22 13:15:24,0.0,0.8,1.6,79.85,300.0,1000.0,8500.0,9000.0,9500.0,14699.0
2019-12-01,TORRB2,LOWERREG,2019-11-22 13:15:24,0.0,10.99,18.99,45.99,269.99,1000.0,8999.99,11499.99,12899.99,14700.0
2019-12-01,TORRB2,RAISEREG,2019-11-22 13:15:24,0.0,10.99,18.99,45.99,102.0,269.99,4999.99,11499.99,12899.99,14700.0
2019-12-01,TORRB3,LOWER60SEC,2019-11-13 14:17:11,0.0,0.03,0.45,1.0,10.0,100.0,1010.0,4699.6,8999.9,14699.0
2019-12-01,TORRB4,RAISE6SEC,2019-11-13 14:28:44,0.04,0.5,1.5,10.0,20.0,40.0,100.0,300.0,5000.0,14699.0
2019-12-02,QPS5,RAISE6SEC,2019-11-29 19:20:06,0.0,3.0,15.0,19.96,25.0,39.93,300.25,1500.0,14177.3,14700.0
2019-12-02,TORRB1,RAISE5MIN,2019-11-22 13:15:17,0.04,0.5,20.0,40.0,75.0,300.0,8500.0,9000.0,9500.0,14699.0
2019-12-02,TORRB1,RAISE60SEC,2019-11-22 12:45:12,0.04,0.5,5.0,10.0,20.0,40.0,100.0,300.0,5000.0,14699.0
2019-12-02,TORRB1,RAISE6SEC,2019-11-22 12:45:12,0.04,0.5,1.5,10.0,20.0,40.0,100.0,300.0,5000.0,14699.0
2019-12-02,TORRB2,LOWER5MIN,2019-11-22 13:15:17,0.0,0.8,1.6,79.85,300.0,1000.0,8500.0,9000.0,9500.0,14699.0
2019-12-02,TORRB2,RAISEREG,2019-11-22 13:15:17,0.0,10.99,18.99,45.99,102.0,269.99,4999.99,11499.99,12899.99,14700.0
2019-12-02,TORRB3,RAISEREG,2019-11-22 13:15:17,0.0,10.99,18.99,45.99,102.0,269.99,4999.99,11499.99,12899.99,14700.0
2019-12-29,PPCCGT,RAISE60SEC,2019-12-28 13:57:58,0.98,4.88,5.88,8.9,16.05,28.9,47.9,149.0,498.0,14700.0
2019-12-30,DALNTH01,ENERGY,2019-12-29 06:58:29,-904.5,0.0,25.0,50.0,177.6,444.0,5000.0,7000.0,9000.0,13296.15
2019-12-31,PPCCGT,LOWER5MIN,2019-12-30 18:28:12,0.0,0.03,0.19,9.69,75.69,502.69,1999.69,4699.69,8999.69,14700.0
2019-12-31,PPCCGT,LOWERREG,2019-12-30 18:28:12,0.0,10.88,73.69,276.69,290.0,599.0,1279.0,7696.69,10969.69,14700.0
2019-12-31,TORRB3,ENERGY,2019-12-30 10:02:10,-999.7,0.0,68.98,86.97,114.97,147.96,249.93,484.85,11446.57,14695.59
2019-12-01,BARKIPS1,ENERGY,2019-11-30 16:00:03,-999.8,0.0,30.0,49.99,69.99,99.98,119.98,299.94,9998.0,14697.06
2019-12-01,DALNTHL1,LOWER5MIN,2019-12-01 03:58:42,0.0,1.0,2.0,4.0,16.0,32.0,64.0,256.0,10000.0,14700.0
2019-12-01,HPRL1,LOWER60SEC,2019-12-01 03:56:12,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,10.0
2019-12-01,LBBG1,RAISE5MIN,2019-12-01 03:56:19,0.0,0.68,0.95,1.95,2.78,4.85,8.9,14.95,30.1,14700.0
2019-12-01,LBBG1,RAISE6SEC,2019-12-01 03:56:19,0.0,0.97,1.48,1.95,2.95,5.0,9.95,14.98,20.45,14700.0
2019-12-01,PPCCGT,LOWER60SEC,2019-11-30 13:35:31,0.0,0.03,0.19,9.69,75.69,502.69,1999.69,4699.69,8999.69,14700.0
2019-12-01,PPCCGT,RAISE60SEC,2019-11-30 13:35:31,0.98,4.88,5.88,8.9,16.05,28.9,47.9,149.0,498.0,14700.0
2019-12-01,QPS5,RAISEREG,2019-11-29 19:19:55,0.0,74.0,278.0,598.0,7680.0,8985.0,10970.0,12880.0,13978.0,14700.0
2019-12-02,HPRG1,LOWERREG,2019-12-02 03:56:16,0.0,9.5,13.0,20.0,32.0,55.0,272.0,520.0,945.0,12000.0
2019-12-02,HPRG1,RAISE60SEC,2019-12-02 03:56:16,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,10.0
2019-12-02,LBBG1,RAISE6SEC,2019-12-02 03:56:24,0.0,0.97,1.48,1.95,2.95,5.0,9.95,14.98,20.45,14700.0
2019-12-02,LBBL1,ENERGY,2019-12-02 03:56:24,-1005.9,-1004.89,-151.7,-45.27,-3.02,35.21,250.47,457.68,11064.9,14786.73
2019-12-02,LBBL1,RAISEREG,2019-12-02 03:56:24,0.0,8.95,14.17,19.83,28.22,34.8,60.0,185.0,440.0,14700.0
2019-12-02,OSB-AG,RAISE5MIN,2019-11-29 19:20:06,0.0,0.51,0.79,1.99,4.99,9.99,14.98,19.99,13799.99,14700.0
2019-12-03,DALNTHL1,LOWER6SEC,2019-12-03 03:58:56,0.0,1.0,2.0,4.0,16.0,32.0,64.0,256.0,10000.0,14700.0
2019-12-03,HPRL1,LOWER5MIN,2019-12-03 03:56:22,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,10.0
2019-12-03,LBBG1,RAISE6SEC,2019-12-03 03:56:23,0.0,0.97,1.48,1.95,2.95,5.0,9.95,14.98,20.45,14700.0
2019-12-03,PPCCGT,LOWER60SEC,2019-12-02 13:05:19,0.0,0.03,0.19,9.69,75.69,502.69,1999.69,4699.69,8999.69,14700.0
2019-12-03,PPCCGT,LOWERREG,2019-12-02 13:05:19,0.0,10.88,73.69,276.69,290.0,599.0,1279.0,7696.69,10969.69,14700.0
2019-12-03,QPS5,LOWER6SEC,2019-11-29 19:20:15,0.0,2.0,5.0,10.11,99.83,3993.6,8988.89,14177.3,14182.97,14700.0
2019-12-03,QPS5,RAISE6SEC,2019-11-29 19:20:15,0.0,3.0,15.0,19.96,25.0,39.93,300.25,1500.0,14177.3,14700.0
2019-12-03,TORRB1,LOWER6SEC,2019-11-22 12:45:05,0.04,0.5,2.0,3.0,5.0,10.0,20.0,300.0,1000.0,14699.0
2019-12-03,TORRB1,LOWERREG,2019-11-22 12:45:05,0.0,10.99,18.99,45.99,269.99,1000.0,8999.99,11499.99,12899.99,14700.0
2019-12-03,TORRB1,RAISEREG,2019-11-22 13:15:12,0.0,10.99,18.99,45.99,102.0,269.99,4999.99,11499.99,12899.99,14700.0
2019-12-03,TORRB2,RAISE60SEC,2019-11-22 13:15:12,0.04,0.5,5.0,10.0,20.0,40.0,100.0,300.0,5000.0,14699.0
2019-12-03,TORRB3,LOWER5MIN,2019-11-22 13:15:12,0.0,0.8,1.6,79.85,300.0,1000.0,8500.0,9000.0,9500.0,14699.0
2019-12-03,TORRB4,LOWER5MIN,2019-11-13 14:28:15,0.0,0.8,1.6,79.85,300.0,1000.0,8500.0,9000.0,9500.0,14699.0
2019-12-03,TORRB4,RAISE5MIN,2019-11-13 14:28:15,0.04,0.5,20.0,40.0,75.0,300.0,8500.0,9000.0,9500.0,14699.0
2019-12-03,TORRB4,RAISE60SEC,2019-11-13 14:28:15,0.04,0.5,5.0,10.0,20.0,40.0,100.0,300.0,5000.0,14699.0
2019-12-04,TORRB1,ENERGY,2019-12-03 11:46:47,-999.7,0.0,37.99,68.98,86.97,114.97,147.96,484.85,11446.57,14695.59
2019-12-04,TORRB1,LOWERREG,2019-11-22 12:45:00,0.0,10.99,18.99,45.99,269.99,1000.0,8999.99,11499.99,12899.99,14700.0
2019-12-04,TORRB2,LOWER60SEC,2019-11-22 13:15:05,0.0,0.03,0.45,1.0,10.0,100.0,1010.0,4699.6,8999.9,14699.0
2019-12-04,TORRB3,LOWERREG,2019-11-13 14:16:56,0.0,10.99,18.99,45.99,269.99,1000.0,8999.99,11499.99,12899.99,14700.0
2019-12-04,TORRB3,RAISE60SEC,2019-11-13 14:16:56,0.04,0.5,5.0,10.0,20.0,40.0,100.0,300.0,5000.0,14699.0
2019-12-05,OSB-AG,ENERGY,2019-12-04 11:17:51,-999.7,52.98,60.18,68.43,86.87,103.22,147.46,285.86,444.87,14695.59
2019-12-05,PPCCGT,LOWER60SEC,2019-12-04 13:58:47,0.0,0.03,0.19,9.69,75.69,502.69,1999.69,4699.69,8999.69,14700.0
2019-12-05,QPS2,ENERGY,2019-12-04 11:17:51,-985.2,76.85,97.57,113.29,314.18,373.31,569.52,10421.44,12856.68,14482.44
2019-12-05,QPS5,RAISE6SEC,2019-11-29 19:20:37,0.0,3.0,15.0,19.96,25.0,39.93,300.25,1500.0,14177.3,14700.0
2019-12-05,QPS5,RAISEREG,2019-11-29 19:20:37,0.0,74.0,278.0,598.0,7680.0,8985.0,10970.0,12880.0,13978.0,14700.0
2019-12-05,TORRB2,RAISE60SEC,2019-12-04 10:47:33,0.04,0.5,5.0,10.0,20.0,40.0,100.0,300.0,5000.0,14699.0
2019-12-05,TORRB3,LOWERREG,2019-11-13 14:17:03,0.0,10.99,18.99,45.99,269.99,1000.0,8999.99,11499.99,12899.99,14700.0
2019-12-06,QPS5,LOWERREG,2019-11-29 19:20:48,0.0,74.0,278.0,598.0,3992.0,7980.0,11982.0,12884.0,13080.0,14700.0
2019-12-06,QPS5,RAISE6SEC,2019-11-29 19:20:48,0.0,3.0,15.0,19.96,25.0,39.93,300.25,1500.0,14177.3,14700.0
2019-12-06,TORRB2,RAISE60SEC,2019-12-05 14:25:27,0.04,0.5,5.0,10.0,20.0,40.0,100.0,300.0,5000.0,14699.0
2019-12-06,TORRB2,RAISE6SEC,2019-12-05 14:25:27,0.04,0.5,1.5,10.0,20.0,40.0,100.0,300.0,5000.0,14699.0
2019-12-06,TORRB3,LOWER5MIN,2019-11-22 13:14:54,0.0,0.8,1.6,79.85,300.0,1000.0,8500.0,9000.0,9500.0,14699.0
2019-12-06,TORRB4,LOWER5MIN,2019-11-13 14:27:57,0.0,0.8,1.6,79.85,300.0,1000.0,8500.0,9000.0,9500.0,14699.0
2019-12-07,OSB-AG,LOWER6SEC,2019-11-29 19:22:20,0.01,0.13,0.79,1.99,4.39,9.99,14.99,20.79,13799.99,14700.0
2019-12-07,PPCCGT,LOWER60SEC,2019-12-06 17:04:22,0.0,0.03,0.19,9.69,75.69,502.69,1999.69,4699.69,8999.69,14700.0
2019-12-07,PPCCGT,RAISE60SEC,2019-12-06 17:04:22,0.98,4.88,5.88,8.9,16.05,28.9,47.9,149.0,498.0,14700.0
2019-12-07,QPS1,ENERGY,2019-12-06 21:36:02,-985.2,76.85,97.57,113.29,314.18,373.31,569.52,10421.44,12856.68,14482.44
2019-12-07,TORRB2,LOWER5MIN,2019-11-27 13:35:59,0.0,0.8,1.6,79.85,300.0,1000.0,8500.0,9000.0,9500.0,14699.0
2019-12-07,TORRB2,LOWER6SEC,2019-11-27 13:35:59,0.04,0.5,2.0,3.0,5.0,10.0,20.0,300.0,1000.0,14699.0
2019-12-07,TORRB2,RAISE6SEC,2019-11-27 13:35:59,0.04,0.5,1.5,10.0,20.0,40.0,100.0,300.0,5000.0,14699.0
2019-12-07,TORRB4,LOWERREG,2019-11-27 13:35:59,0.0,10.99,18.99,45.99,269.99,1000.0,8999.99,11499.99,12899.99,14700.0
2019-12-08,LBBG1,RAISE6SEC,2019-12-08 03:56:27,0.0,0.97,1.48,1.95,2.95,5.0,9.95,14.98,20.45,14700.0
2019-12-02,PPCCGT,RAISE60SEC,2019-12-01 17:02:22,0.98,4.88,5.88,8.9,16.05,28.9,47.9,149.0,498.0,14700.0
2019-12-02,PPCCGT,LOWERREG,2019-12-01 17:02:22,0.0,10.88,73.69,276.69,290.0,599.0,1279.0,7696.69,10969.69,14700.0
2019-12-02,DALNTHL1,ENERGY,2019-12-01 07:44:57,-999.0,0.0,25.0,50.0,100.0,500.0,5000.0,7000.0,9000.0,14685.3
2019-12-04,QPS5,ENERGY,2019-12-03 18:16:00,-985.2,47.49,57.68,100.19,314.18,373.31,569.52,10421.44,12856.68,14482.44
2019-12-06,BARKIPS1,ENERGY,2019-12-05 22:57:34,-999.8,0.0,30.0,49.99,69.99,99.98,119.98,299.94,9998.0,14697.06
2019-12-06,TORRB1,LOWER60SEC,2019-11-22 12:44:42,0.0,0.03,0.45,1.0,10.0,100.0,1010.0,4699.6,8999.9,14699.0
2019-12-07,TORRB4,ENERGY,2019-12-07 02:36:34,-999.7,0.0,37.99,68.98,86.97,114.97,147.96,484.85,11446.57,14695.59
2019-12-03,HPRL1,ENERGY,2019-12-03 03:56:22,-983.1,-500.0,-50.0,0.0,50.0,100.0,150.0,300.0,898.0,14254.95
